cvegeomun,nom_juri,cvegeojuri
"15078",VALLE DE BRAVO,"1509"
"15079",JILOTEPEC,"1503"
"15080",TENANCINGO,"1508"
"15081",ZUMPANGO,"1515"
"15082",TEJUPILCO,"1507"
"15083",AMECAMECA,"1516"
"15084",TEOTIHUACÁN,"1513"
"15085",ATLACOMULCO,"1501"
"15086",TEJUPILCO,"1507"
"15087",XONACATLÁN,"1506"
"15088",TENANCINGO,"1508"
"15089",AMECAMECA,"1516"
"15090",TENANGO DEL VALLE,"1504"
"15091",CUAUTITLÁN,"1511"
"15092",TEOTIHUACÁN,"1513"
"15093",TEXCOCO,"1519"
"15094",AMECAMECA,"1516"
"15095",CUAUTITLÁN,"1511"
"15096",ZUMPANGO,"1515"
"15097",TENANCINGO,"1508"
"15098",TENANGO DEL VALLE,"1504"
"15099",TEXCOCO,"1519"
"15100",TEXCOCO,"1519"
"15101",TENANGO DEL VALLE,"1504"
"15102",JILOTEPEC,"1503"
"15103",AMECAMECA,"1516"
"15104",TLALNEPANTLA,"1514"
"15105",TEJUPILCO,"1507"
"15106",TOLUCA,"1505"
"15107",TENANCINGO,"1508"
"15108",CUAUTITLÁN,"1511"
"15109",CUAUTITLÁN,"1511"
"15110",VALLE DE BRAVO,"1509"
"15111",VALLE DE BRAVO,"1509"
"15112",JILOTEPEC,"1503"
"15113",TENANCINGO,"1508"
"15114",VALLE DE BRAVO,"1509"
"15115",XONACATLÁN,"1506"
"15116",VALLE DE BRAVO,"1509"
"15117",TENANCINGO,"1508"
"15118",TOLUCA,"1505"
"15119",TENANCINGO,"1508"
"15120",ZUMPANGO,"1515"
"15121",CUAUTITLÁN,"1511"
"15122",AMECAMECA,"1516"
"15123",TEJUPILCO,"1507"
"15124",IXTLAHUACA,"1502"
"15125",ZUMPANGO,"1515"
"16001",PÁTZCUARO,"1604"
"16002",APATZINGÁN,"1607"
"16003",MORELIA,"1601"
"16004",LA PIEDAD,"1606"
"16005",ZITÁCUARO,"1603"
"16006",APATZINGÁN,"1607"
"16007",ZITÁCUARO,"1603"
"16008",LÁZARO CÁRDENAS,"1608"
"16009",PÁTZCUARO,"1604"
"16010",LÁZARO CÁRDENAS,"1608"
"16011",ZAMORA,"1602"
"16012",APATZINGÁN,"1607"
"16013",PÁTZCUARO,"1604"
"16014",LÁZARO CÁRDENAS,"1608"
"16015",APATZINGÁN,"1607"
"16016",PÁTZCUARO,"1604"
"16017",ZITÁCUARO,"1603"
"16018",MORELIA,"1601"
"16019",ZAMORA,"1602"
"16020",MORELIA,"1601"
"16021",URUAPAN,"1605"
"16022",MORELIA,"1601"
"16023",ZAMORA,"1602"
"16024",URUAPAN,"1605"
"16025",ZAMORA,"1602"
"16026",LÁZARO CÁRDENAS,"1608"
"16027",MORELIA,"1601"
"16028",LA PIEDAD,"1606"
"16029",APATZINGÁN,"1607"
"16030",ZAMORA,"1602"
"16031",ZITÁCUARO,"1603"
"16032",PÁTZCUARO,"1604"
"16033",URUAPAN,"1605"
"16034",ZITÁCUARO,"1603"
"16035",APATZINGÁN,"1607"
"16036",MORELIA,"1601"
"16037",MORELIA,"1601"
"16038",ZITÁCUARO,"1603"
"16039",PÁTZCUARO,"1604"
"16040",MORELIA,"1601"
"16041",ZITÁCUARO,"1603"
"16042",ZAMORA,"1602"
"16043",ZAMORA,"1602"
"16044",PÁTZCUARO,"1604"
"16045",ZAMORA,"1602"
"16046",ZITÁCUARO,"1603"
"16047",ZITÁCUARO,"1603"
"16048",PÁTZCUARO,"1604"
"16049",PÁTZCUARO,"1604"
"16050",MORELIA,"1601"
"16051",ZAMORA,"1602"
"16052",LÁZARO CÁRDENAS,"1608"
"16053",MORELIA,"1601"
"16054",LA PIEDAD,"1606"
"16055",APATZINGÁN,"1607"
"16056",URUAPAN,"1605"
"16057",PÁTZCUARO,"1604"
"16058",URUAPAN,"1605"
"16059",URUAPAN,"1605"
"16060",LA PIEDAD,"1606"
"16061",ZITÁCUARO,"1603"
"16062",ZAMORA,"1602"
"16063",PÁTZCUARO,"1604"
"16064",APATZINGÁN,"1607"
"16065",URUAPAN,"1605"
"16066",PÁTZCUARO,"1604"
"16067",LA PIEDAD,"1606"
"16068",URUAPAN,"1605"
"16069",LA PIEDAD,"1606"
"16070",ZAMORA,"1602"
"16071",LA PIEDAD,"1606"
"16072",MORELIA,"1601"
"16073",PÁTZCUARO,"1604"
"16074",ZAMORA,"1602"
"16075",URUAPAN,"1605"
"16076",ZAMORA,"1602"
"16077",ZITÁCUARO,"1603"
"16078",MORELIA,"1601"
"16079",PÁTZCUARO,"1604"
"16080",ZITÁCUARO,"1603"
"16081",ZITÁCUARO,"1603"
"16082",PÁTZCUARO,"1604"
"16083",URUAPAN,"1605"
"16084",ZAMORA,"1602"
"16085",ZAMORA,"1602"
"16086",LA PIEDAD,"1606"
"16087",URUAPAN,"1605"
"16088",MORELIA,"1601"
"16089",APATZINGÁN,"1607"
"16090",URUAPAN,"1605"
"16091",ZAMORA,"1602"
"16092",ZITÁCUARO,"1603"
"16093",ZITÁCUARO,"1603"
"16094",LA PIEDAD,"1606"
"16095",ZAMORA,"1602"
"16096",LÁZARO CÁRDENAS,"1608"
"16097",PÁTZCUARO,"1604"
"16098",ZITÁCUARO,"1603"
"16099",ZITÁCUARO,"1603"
"16100",PÁTZCUARO,"1604"
"16101",MORELIA,"1601"
"16102",URUAPAN,"1605"
"16103",ZAMORA,"1602"
"16104",ZAMORA,"1602"
"16105",ZAMORA,"1602"
"16106",LA PIEDAD,"1606"
"16107",PÁTZCUARO,"1604"
"16108",ZAMORA,"1602"
"16109",LA PIEDAD,"1606"
"16110",MORELIA,"1601"
"16111",URUAPAN,"1605"
"16112",ZITÁCUARO,"1603"
"16113",LA PIEDAD,"1606"
"17001",JOJUTLA,"1702"
"17002",CUAUTLA,"1703"
"17003",CUAUTLA,"1703"
"17004",CUAUTLA,"1703"
"17005",CUERNAVACA,"1701"
"17006",CUAUTLA,"1703"
"17007",CUERNAVACA,"1701"
"17008",CUERNAVACA,"1701"
"17009",CUERNAVACA,"1701"
"17010",CUAUTLA,"1703"
"17011",CUERNAVACA,"1701"
"17012",JOJUTLA,"1702"
"17013",CUAUTLA,"1703"
"17014",CUERNAVACA,"1701"
"17015",CUERNAVACA,"1701"
"17016",CUAUTLA,"1703"
"17017",JOJUTLA,"1702"
"17018",CUERNAVACA,"1701"
"17019",CUAUTLA,"1703"
"17020",CUERNAVACA,"1701"
"17021",CUERNAVACA,"1701"
"17022",CUAUTLA,"1703"
"17023",CUAUTLA,"1703"
"17024",JOJUTLA,"1702"
"17025",JOJUTLA,"1702"
"17026",CUAUTLA,"1703"
"17027",CUAUTLA,"1703"
"17028",CUERNAVACA,"1701"
"17029",CUAUTLA,"1703"
"17030",CUAUTLA,"1703"
"17031",JOJUTLA,"1702"
"17032",CUAUTLA,"1703"
"17033",CUAUTLA,"1703"
"17034",CUERNAVACA,"1701"
"17035",JOJUTLA,"1702"
"18001",TUXPAN,"1803"
"18002",COMPOSTELA,"1802"
"18003",COMPOSTELA,"1802"
"18004",COMPOSTELA,"1802"
"18005",TUXPAN,"1803"
"18006",COMPOSTELA,"1802"
"18007",COMPOSTELA,"1802"
"18008",TEPIC,"1801"
"18009",TEPIC,"1801"
"18010",TUXPAN,"1803"
"18011",TUXPAN,"1803"
"18012",TEPIC,"1801"
"18013",COMPOSTELA,"1802"
"18014",TEPIC,"1801"
"18015",TUXPAN,"1803"
"18016",TUXPAN,"1803"
"18017",TEPIC,"1801"
"18018",TUXPAN,"1803"
"18019",TEPIC,"1801"
"18020",COMPOSTELA,"1802"
"19001",MONTERREY NORTE,"1902"
"19002",SABINAS HIDALGO,"1905"
"19003",CADEREYTA JIMÉNEZ,"1906"
"19004",MONTEMORELOS,"1907"
"19005",SABINAS HIDALGO,"1905"
"19006",GUADALUPE,"1904"
"19007",DOCTOR ARROYO,"1908"
"19008",SABINAS HIDALGO,"1905"
"19009",CADEREYTA JIMÉNEZ,"1906"
"19010",MONTERREY NORTE,"1902"
"19011",CADEREYTA JIMÉNEZ,"1906"
"19012",MONTERREY NORTE,"1902"
"19013",CADEREYTA JIMÉNEZ,"1906"
"19014",DOCTOR ARROYO,"1908"
"19015",CADEREYTA JIMÉNEZ,"1906"
"19016",CADEREYTA JIMÉNEZ,"1906"
"19017",DOCTOR ARROYO,"1908"
"19018",SAN PEDRO GARZA GARCÍA,"1903"
"19019",SAN PEDRO GARZA GARCÍA,"1903"
"19020",CADEREYTA JIMÉNEZ,"1906"
"19021",MONTERREY NORTE,"1902"
"19022",MONTEMORELOS,"1907"
"19023",SABINAS HIDALGO,"1905"
"19024",DOCTOR ARROYO,"1908"
"19025",MONTERREY NORTE,"1902"
"19026",GUADALUPE,"1904"
"19027",CADEREYTA JIMÉNEZ,"1906"
"19028",CADEREYTA JIMÉNEZ,"1906"
"19029",MONTEMORELOS,"1907"
"19030",DOCTOR ARROYO,"1908"
"19031",GUADALUPE,"1904"
"19032",SABINAS HIDALGO,"1905"
"19033",MONTEMORELOS,"1907"
"19034",CADEREYTA JIMÉNEZ,"1906"
"19035",CADEREYTA JIMÉNEZ,"1906"
"19036",DOCTOR ARROYO,"1908"
"19037",MONTERREY NORTE,"1902"
"19038",MONTEMORELOS,"1907"
"19039",SAN PEDRO GARZA GARCÍA,"1903"
"19040",SABINAS HIDALGO,"1905"
"19041",CADEREYTA JIMÉNEZ,"1906"
"19042",CADEREYTA JIMÉNEZ,"1906"
"19043",MONTEMORELOS,"1907"
"19044",SABINAS HIDALGO,"1905"
"19045",MONTERREY NORTE,"1902"
"19046",MONTERREY NORTE,"1902"
"19047",MONTERREY NORTE,"1902"
"19048",SAN PEDRO GARZA GARCÍA,"1903"
"19049",MONTEMORELOS,"1907"
"19050",SABINAS HIDALGO,"1905"
"19051",SABINAS HIDALGO,"1905"
"20001",SIERRA,"2006"
"20002",TUXTEPEC,"2003"
"20003",SIERRA,"2006"
"20004",MIXTECA,"2005"
"20005",ISTMO,"2002"
"20006",MIXTECA,"2005"
"20007",VALLES CENTRALES,"2001"
"20008",ISTMO,"2002"
"20009",TUXTEPEC,"2003"
"20010",ISTMO,"2002"
"20011",MIXTECA,"2005"
"20012",COSTA,"2004"
"20013",VALLES CENTRALES,"2001"
"20014",ISTMO,"2002"
"20015",VALLES CENTRALES,"2001"
"20016",MIXTECA,"2005"
"20017",VALLES CENTRALES,"2001"
"20018",MIXTECA,"2005"
"20019",VALLES CENTRALES,"2001"
"20020",MIXTECA,"2005"
"20021",TUXTEPEC,"2003"
"20022",MIXTECA,"2005"
"20023",VALLES CENTRALES,"2001"
"20024",VALLES CENTRALES,"2001"
"20025",ISTMO,"2002"
"20026",MIXTECA,"2005"
"20027",VALLES CENTRALES,"2001"
"20028",VALLES CENTRALES,"2001"
"20029",VALLES CENTRALES,"2001"
"20030",ISTMO,"2002"
"20031",SIERRA,"2006"
"20032",MIXTECA,"2005"
"20033",VALLES CENTRALES,"2001"
"20034",MIXTECA,"2005"
"20035",SIERRA,"2006"
"20036",ISTMO,"2002"
"20037",MIXTECA,"2005"
"20038",SIERRA,"2006"
"20039",MIXTECA,"2005"
"20040",VALLES CENTRALES,"2001"
"20041",VALLES CENTRALES,"2001"
"20042",SIERRA,"2006"
"20043",ISTMO,"2002"
"20044",TUXTEPEC,"2003"
"20045",VALLES CENTRALES,"2001"
"20046",MIXTECA,"2005"
"20047",MIXTECA,"2005"
"20048",VALLES CENTRALES,"2001"
"20049",VALLES CENTRALES,"2001"
"20050",MIXTECA,"2005"
"20051",SIERRA,"2006"
"20052",ISTMO,"2002"
"20053",ISTMO,"2002"
"20054",MIXTECA,"2005"
"20055",MIXTECA,"2005"
"20056",COSTA,"2004"
"20057",ISTMO,"2002"
"20058",VALLES CENTRALES,"2001"
"20059",VALLES CENTRALES,"2001"
"20060",SIERRA,"2006"
"20061",VALLES CENTRALES,"2001"
"20062",SIERRA,"2006"
"20063",VALLES CENTRALES,"2001"
"20064",SIERRA,"2006"
"20065",MIXTECA,"2005"
"20066",ISTMO,"2002"
"20067",VALLES CENTRALES,"2001"
"20068",VALLES CENTRALES,"2001"
"20069",VALLES CENTRALES,"2001"
"20070",COSTA,"2004"
"20071",COSTA,"2004"
"20072",VALLES CENTRALES,"2001"
"20073",MIXTECA,"2005"
"20074",SIERRA,"2006"
"20075",ISTMO,"2002"
"20076",MIXTECA,"2005"
"20077",VALLES CENTRALES,"2001"
"20078",SIERRA,"2006"
"20079",ISTMO,"2002"
"20080",VALLES CENTRALES,"2001"
"20081",MIXTECA,"2005"
"20082",COSTA,"2004"
"20083",VALLES CENTRALES,"2001"
"20084",VALLES CENTRALES,"2001"
"20085",COSTA,"2004"
"20086",MIXTECA,"2005"
"20087",VALLES CENTRALES,"2001"
"20088",MIXTECA,"2005"
"20089",MIXTECA,"2005"
"20090",COSTA,"2004"
"20091",VALLES CENTRALES,"2001"
"20092",VALLES CENTRALES,"2001"
"20093",MIXTECA,"2005"
"20094",MIXTECA,"2005"
"20095",VALLES CENTRALES,"2001"
"20096",MIXTECA,"2005"
"20097",SIERRA,"2006"
"20098",VALLES CENTRALES,"2001"
"20099",MIXTECA,"2005"
"20100",SIERRA,"2006"
"20101",VALLES CENTRALES,"2001"
"20102",VALLES CENTRALES,"2001"
"20103",VALLES CENTRALES,"2001"
"20104",VALLES CENTRALES,"2001"
"20105",MIXTECA,"2005"
"20106",MIXTECA,"2005"
"20107",VALLES CENTRALES,"2001"
"20108",VALLES CENTRALES,"2001"
"20109",VALLES CENTRALES,"2001"
"20110",MIXTECA,"2005"
"20111",COSTA,"2004"
"20112",VALLES CENTRALES,"2001"
"20113",COSTA,"2004"
"20114",SIERRA,"2006"
"20115",VALLES CENTRALES,"2001"
"20116",VALLES CENTRALES,"2001"
"20117",COSTA,"2004"
"20118",SIERRA,"2006"
"20119",MIXTECA,"2005"
"20120",SIERRA,"2006"
"20121",MIXTECA,"2005"
"20122",SIERRA,"2006"
"20123",VALLES CENTRALES,"2001"
"20124",ISTMO,"2002"
"20125",SIERRA,"2006"
"20126",VALLES CENTRALES,"2001"
"20127",MIXTECA,"2005"
"20128",SIERRA,"2006"
"20129",MIXTECA,"2005"
"20130",ISTMO,"2002"
"20131",SIERRA,"2006"
"20132",VALLES CENTRALES,"2001"
"20133",MIXTECA,"2005"
"20134",TUXTEPEC,"2003"
"20135",VALLES CENTRALES,"2001"
"20136",TUXTEPEC,"2003"
"20137",VALLES CENTRALES,"2001"
"20138",SIERRA,"2006"
"20139",VALLES CENTRALES,"2001"
"20140",MIXTECA,"2005"
"20141",ISTMO,"2002"
"20142",VALLES CENTRALES,"2001"
"20143",ISTMO,"2002"
"20144",MIXTECA,"2005"
"20145",SIERRA,"2006"
"20146",VALLES CENTRALES,"2001"
"20147",MIXTECA,"2005"
"20148",VALLES CENTRALES,"2001"
"20149",VALLES CENTRALES,"2001"
"20150",VALLES CENTRALES,"2001"
"20151",MIXTECA,"2005"
"20152",MIXTECA,"2005"
"20153",COSTA,"2004"
"20154",VALLES CENTRALES,"2001"
"20155",VALLES CENTRALES,"2001"
"20156",SIERRA,"2006"
"20157",VALLES CENTRALES,"2001"
"20158",VALLES CENTRALES,"2001"
"20159",COSTA,"2004"
"20160",MIXTECA,"2005"
"20161",VALLES CENTRALES,"2001"
"20162",VALLES CENTRALES,"2001"
"20163",VALLES CENTRALES,"2001"
"20164",MIXTECA,"2005"
"20165",MIXTECA,"2005"
"20166",TUXTEPEC,"2003"
"20167",VALLES CENTRALES,"2001"
"20168",COSTA,"2004"
"20169",TUXTEPEC,"2003"
"20170",VALLES CENTRALES,"2001"
"20171",TUXTEPEC,"2003"
"20172",MIXTECA,"2005"
"20173",SIERRA,"2006"
"20174",VALLES CENTRALES,"2001"
"20175",VALLES CENTRALES,"2001"
"20176",MIXTECA,"2005"
"20177",VALLES CENTRALES,"2001"
"20178",VALLES CENTRALES,"2001"
"20179",VALLES CENTRALES,"2001"
"20180",COSTA,"2004"
"20181",MIXTECA,"2005"
"20182",VALLES CENTRALES,"2001"
"20183",MIXTECA,"2005"
"20184",TUXTEPEC,"2003"
"20185",COSTA,"2004"
"20186",MIXTECA,"2005"
"20187",VALLES CENTRALES,"2001"
"20188",COSTA,"2004"
"20189",SIERRA,"2006"
"20190",ISTMO,"2002"
"20191",SIERRA,"2006"
"20192",VALLES CENTRALES,"2001"
"20193",VALLES CENTRALES,"2001"
"20194",SIERRA,"2006"
"20195",MIXTECA,"2005"
"20196",SIERRA,"2006"
"20197",SIERRA,"2006"
"20198",ISTMO,"2002"
"20199",MIXTECA,"2005"
"20200",SIERRA,"2006"
"20201",SIERRA,"2006"
"20202",COSTA,"2004"
"20203",VALLES CENTRALES,"2001"
"20204",SIERRA,"2006"
"20205",TUXTEPEC,"2003"
"20206",VALLES CENTRALES,"2001"
"20207",ISTMO,"2002"
"20208",MIXTECA,"2005"
"20209",VALLES CENTRALES,"2001"
"20210",MIXTECA,"2005"
"20211",COSTA,"2004"
"20212",TUXTEPEC,"2003"
"20213",COSTA,"2004"
"20214",SIERRA,"2006"
"20215",MIXTECA,"2005"
"20216",SIERRA,"2006"
"20217",MIXTECA,"2005"
"20218",MIXTECA,"2005"
"20219",SIERRA,"2006"
"20220",VALLES CENTRALES,"2001"
"20221",MIXTECA,"2005"
"20222",SIERRA,"2006"
"20223",SIERRA,"2006"
"20224",MIXTECA,"2005"
"20225",COSTA,"2004"
"20226",SIERRA,"2006"
"20227",VALLES CENTRALES,"2001"
"20228",VALLES CENTRALES,"2001"
"20229",VALLES CENTRALES,"2001"
"20230",MIXTECA,"2005"
"20231",SIERRA,"2006"
"20232",TUXTEPEC,"2003"
"20233",SIERRA,"2006"
"20234",VALLES CENTRALES,"2001"
"20235",VALLES CENTRALES,"2001"
"20236",VALLES CENTRALES,"2001"
"20237",MIXTECA,"2005"
"20238",VALLES CENTRALES,"2001"
"20239",MIXTECA,"2005"
"20240",MIXTECA,"2005"
"20241",VALLES CENTRALES,"2001"
"20242",MIXTECA,"2005"
"20243",VALLES CENTRALES,"2001"
"20244",VALLES CENTRALES,"2001"
"20245",MIXTECA,"2005"
"20246",SIERRA,"2006"
"20247",SIERRA,"2006"
"20248",ISTMO,"2002"
"20249",VALLES CENTRALES,"2001"
"20250",MIXTECA,"2005"
"20251",MIXTECA,"2005"
"20252",MIXTECA,"2005"
"20253",COSTA,"2004"
"20254",VALLES CENTRALES,"2001"
"20255",MIXTECA,"2005"
"20256",MIXTECA,"2005"
"20257",SIERRA,"2006"
"20258",MIXTECA,"2005"
"20259",MIXTECA,"2005"
"20260",SIERRA,"2006"
"20261",MIXTECA,"2005"
"20262",SIERRA,"2006"
"20263",VALLES CENTRALES,"2001"
"20264",MIXTECA,"2005"
"20265",ISTMO,"2002"
"20266",COSTA,"2004"
"20267",SIERRA,"2006"
"20268",VALLES CENTRALES,"2001"
"20269",MIXTECA,"2005"
"20270",MIXTECA,"2005"
"20271",VALLES CENTRALES,"2001"
"20272",COSTA,"2004"
"20273",VALLES CENTRALES,"2001"
"20274",VALLES CENTRALES,"2001"
"20275",SIERRA,"2006"
"20276",VALLES CENTRALES,"2001"
"20277",VALLES CENTRALES,"2001"
"20278",TUXTEPEC,"2003"
"20279",VALLES CENTRALES,"2001"
"20280",SIERRA,"2006"
"20281",MIXTECA,"2005"
"20282",ISTMO,"2002"
"20283",MIXTECA,"2005"
"20284",VALLES CENTRALES,"2001"
"20285",COSTA,"2004"
"20286",MIXTECA,"2005"
"20287",MIXTECA,"2005"
"20288",SIERRA,"2006"
"20289",VALLES CENTRALES,"2001"
"20290",MIXTECA,"2005"
"20291",VALLES CENTRALES,"2001"
"20292",VALLES CENTRALES,"2001"
"20293",VALLES CENTRALES,"2001"
"20294",VALLES CENTRALES,"2001"
"20295",VALLES CENTRALES,"2001"
"20296",SIERRA,"2006"
"20297",MIXTECA,"2005"
"20298",SIERRA,"2006"
"20299",SIERRA,"2006"
"20300",MIXTECA,"2005"
"20301",VALLES CENTRALES,"2001"
"20302",COSTA,"2004"
"20303",SIERRA,"2006"
"20304",MIXTECA,"2005"
"20305",ISTMO,"2002"
"20306",COSTA,"2004"
"20307",ISTMO,"2002"
"20308",ISTMO,"2002"
"20309",TUXTEPEC,"2003"
"20310",VALLES CENTRALES,"2001"
"20311",VALLES CENTRALES,"2001"
"20312",COSTA,"2004"
"20313",VALLES CENTRALES,"2001"
"20314",COSTA,"2004"
"20315",VALLES CENTRALES,"2001"
"20316",SIERRA,"2006"
"20317",MIXTECA,"2005"
"20318",COSTA,"2004"
"20319",VALLES CENTRALES,"2001"
"20320",MIXTECA,"2005"
"20321",MIXTECA,"2005"
"20322",VALLES CENTRALES,"2001"
"20323",SIERRA,"2006"
"20324",COSTA,"2004"
"20325",SIERRA,"2006"
"20326",VALLES CENTRALES,"2001"
"20327",ISTMO,"2002"
"20328",VALLES CENTRALES,"2001"
"20329",MIXTECA,"2005"
"20330",TUXTEPEC,"2003"
"20331",MIXTECA,"2005"
"20332",MIXTECA,"2005"
"20333",SIERRA,"2006"
"20334",COSTA,"2004"
"20335",SIERRA,"2006"
"20336",SIERRA,"2006"
"20337",SIERRA,"2006"
"20338",VALLES CENTRALES,"2001"
"20339",MIXTECA,"2005"
"20340",MIXTECA,"2005"
"20341",MIXTECA,"2005"
"20342",VALLES CENTRALES,"2001"
"20343",SIERRA,"2006"
"20344",VALLES CENTRALES,"2001"
"20345",COSTA,"2004"
"20346",MIXTECA,"2005"
"20347",VALLES CENTRALES,"2001"
"20348",MIXTECA,"2005"
"20349",SIERRA,"2006"
"20350",VALLES CENTRALES,"2001"
"20351",VALLES CENTRALES,"2001"
"20352",MIXTECA,"2005"
"20353",VALLES CENTRALES,"2001"
"20354",VALLES CENTRALES,"2001"
"20355",VALLES CENTRALES,"2001"
"20356",SIERRA,"2006"
"20357",SIERRA,"2006"
"20358",VALLES CENTRALES,"2001"
"20359",SIERRA,"2006"
"20360",VALLES CENTRALES,"2001"
"20361",SIERRA,"2006"
"20362",VALLES CENTRALES,"2001"
"20363",SIERRA,"2006"
"20364",COSTA,"2004"
"20365",SIERRA,"2006"
"20366",VALLES CENTRALES,"2001"
"20367",COSTA,"2004"
"20368",VALLES CENTRALES,"2001"
"20369",VALLES CENTRALES,"2001"
"20370",MIXTECA,"2005"
"20371",MIXTECA,"2005"
"20372",MIXTECA,"2005"
"20373",MIXTECA,"2005"
"20374",VALLES CENTRALES,"2001"
"20375",VALLES CENTRALES,"2001"
"20376",MIXTECA,"2005"
"20377",MIXTECA,"2005"
"20378",VALLES CENTRALES,"2001"
"20379",MIXTECA,"2005"
"20380",SIERRA,"2006"
"20381",MIXTECA,"2005"
"20382",MIXTECA,"2005"
"20383",MIXTECA,"2005"
"20384",VALLES CENTRALES,"2001"
"20385",VALLES CENTRALES,"2001"
"20386",VALLES CENTRALES,"2001"
"20387",VALLES CENTRALES,"2001"
"20388",VALLES CENTRALES,"2001"
"20389",VALLES CENTRALES,"2001"
"20390",VALLES CENTRALES,"2001"
"20391",VALLES CENTRALES,"2001"
"20392",MIXTECA,"2005"
"20393",VALLES CENTRALES,"2001"
"20394",SIERRA,"2006"
"20395",MIXTECA,"2005"
"20396",VALLES CENTRALES,"2001"
"20397",MIXTECA,"2005"
"20398",VALLES CENTRALES,"2001"
"20399",VALLES CENTRALES,"2001"
"20400",MIXTECA,"2005"
"20401",COSTA,"2004"
"20402",COSTA,"2004"
"20403",VALLES CENTRALES,"2001"
"20404",MIXTECA,"2005"
"20405",MIXTECA,"2005"
"20406",TUXTEPEC,"2003"
"20407",ISTMO,"2002"
"20408",MIXTECA,"2005"
"20409",VALLES CENTRALES,"2001"
"20410",SIERRA,"2006"
"20411",SIERRA,"2006"
"20412",ISTMO,"2002"
"20413",COSTA,"2004"
"20414",COSTA,"2004"
"20415",MIXTECA,"2005"
"20416",VALLES CENTRALES,"2001"
"20417",TUXTEPEC,"2003"
"20418",ISTMO,"2002"
"20419",SIERRA,"2006"
"20420",VALLES CENTRALES,"2001"
"20421",ISTMO,"2002"
"20422",MIXTECA,"2005"
"20423",MIXTECA,"2005"
"20424",VALLES CENTRALES,"2001"
"20425",VALLES CENTRALES,"2001"
"20426",VALLES CENTRALES,"2001"
"20427",ISTMO,"2002"
"20428",SIERRA,"2006"
"20429",VALLES CENTRALES,"2001"
"20430",MIXTECA,"2005"
"20431",VALLES CENTRALES,"2001"
"20432",SIERRA,"2006"
"20433",COSTA,"2004"
"20434",VALLES CENTRALES,"2001"
"20435",SIERRA,"2006"
"20436",VALLES CENTRALES,"2001"
"20437",SIERRA,"2006"
"20438",VALLES CENTRALES,"2001"
"20439",COSTA,"2004"
"20440",ISTMO,"2002"
"20441",ISTMO,"2002"
"20442",SIERRA,"2006"
"20443",SIERRA,"2006"
"20444",MIXTECA,"2005"
"20445",MIXTECA,"2005"
"20446",MIXTECA,"2005"
"20447",MIXTECA,"2005"
"20448",VALLES CENTRALES,"2001"
"20449",SIERRA,"2006"
"20450",MIXTECA,"2005"
"20451",MIXTECA,"2005"
"20452",VALLES CENTRALES,"2001"
"20453",ISTMO,"2002"
"20454",SIERRA,"2006"
"20455",MIXTECA,"2005"
"20456",MIXTECA,"2005"
"20457",TUXTEPEC,"2003"
"20458",SIERRA,"2006"
"20459",MIXTECA,"2005"
"20460",TUXTEPEC,"2003"
"20461",MIXTECA,"2005"
"20462",MIXTECA,"2005"
"20463",MIXTECA,"2005"
"20464",MIXTECA,"2005"
"20465",ISTMO,"2002"
"20466",COSTA,"2004"
"20467",COSTA,"2004"
"20468",TUXTEPEC,"2003"
"20469",MIXTECA,"2005"
"20470",ISTMO,"2002"
"20471",SIERRA,"2006"
"20472",ISTMO,"2002"
"20473",SIERRA,"2006"
"20474",COSTA,"2004"
"20475",SIERRA,"2006"
"20476",MIXTECA,"2005"
"20477",VALLES CENTRALES,"2001"
"20478",VALLES CENTRALES,"2001"
"20479",MIXTECA,"2005"
"20480",MIXTECA,"2005"
"20481",MIXTECA,"2005"
"20482",COSTA,"2004"
"20483",VALLES CENTRALES,"2001"
"20484",MIXTECA,"2005"
"20485",COSTA,"2004"
"20486",MIXTECA,"2005"
"20487",VALLES CENTRALES,"2001"
"20488",MIXTECA,"2005"
"20489",COSTA,"2004"
"20490",VALLES CENTRALES,"2001"
"20491",VALLES CENTRALES,"2001"
"20492",MIXTECA,"2005"
"20493",MIXTECA,"2005"
"20494",VALLES CENTRALES,"2001"
"20495",COSTA,"2004"
"20496",SIERRA,"2006"
"20497",COSTA,"2004"
"20498",TUXTEPEC,"2003"
"20499",MIXTECA,"2005"
"20500",MIXTECA,"2005"
"20501",MIXTECA,"2005"
"20502",SIERRA,"2006"
"20503",SIERRA,"2006"
"20504",SIERRA,"2006"
"20505",ISTMO,"2002"
"20506",SIERRA,"2006"
"20507",COSTA,"2004"
"20508",ISTMO,"2002"
"20509",COSTA,"2004"
"20510",MIXTECA,"2005"
"20511",MIXTECA,"2005"
"20512",VALLES CENTRALES,"2001"
"20513",ISTMO,"2002"
"20514",SIERRA,"2006"
"20515",ISTMO,"2002"
"20516",VALLES CENTRALES,"2001"
"20517",SIERRA,"2006"
"20518",MIXTECA,"2005"
"20519",VALLES CENTRALES,"2001"
"20520",MIXTECA,"2005"
"20521",MIXTECA,"2005"
"20522",SIERRA,"2006"
"20523",MIXTECA,"2005"
"20524",MIXTECA,"2005"
"20525",ISTMO,"2002"
"20526",COSTA,"2004"
"20527",VALLES CENTRALES,"2001"
"20528",MIXTECA,"2005"
"20529",MIXTECA,"2005"
"20530",VALLES CENTRALES,"2001"
"20531",VALLES CENTRALES,"2001"
"20532",MIXTECA,"2005"
"20533",VALLES CENTRALES,"2001"
"20534",VALLES CENTRALES,"2001"
